      loan_id,Age     ,   Gender,    no_of_dependents,Number_of_Existing_Loans   ,Existing_Customer   , Education,    Employment, income, loan_amount,    loan_term, cibil_score     , residential_assets_value    ,LTV_Ratio, loan_status        
2140,35,Female,4,3,No, Graduate,Salaried,21000,67634,24,406,950000,89.22,Rejected
2141,34,Female,2,1,No, Non Graduate,Salaried,68000,55486,12,860,170000,71.89, Approved
2142,41,Female,5,1,Yes, Graduate,Salaried,108000,150000,18,806,350000,40, Approved
2143,56,Female,0,0,No, Non Graduate,Self-Employed,98000,56152,48,448,270000,62,Rejected
2144,70,Male,2,2,No, Graduate,Self-Employed,103000,84124,24,393,210000,75.43, Rejected
2145,28,Female,5,0,No, Non Graduate,Self-Employed,58000,75260,36,811,1000000,74.36, Approved
2146,24,Female,2,1,No, Graduate,Self-Employed,52000,150000,72,829,480000,55.56, Approved
2147,23,Male,3,3,No, Non Graduate,Self-Employed,52000,108371,60,700,1930000,69.99, Approved
2148,37,Male,0,2,No, Non Graduate,Self-Employed,57000,150000,24,719,1000000,71.34, Approved
2149,70,Female,1,0,No, Non Graduate,Self-Employed,119000,88510,36,430,540000,86.94, Rejected
2150,40,Male,1,2,No, Graduate,Unemployed,56000,95401,24,338,100000,72.47,Rejected
2151,59,Female,2,0,Yes, Graduate,Salaried,0,150000,60,695,640000,65.64, Approved
2152,44,Female,2,3,No, Non Graduate,Salaried,98000,71403,12,374,340000,95, Rejected
2153,54,Female,3,2,No, Graduate,Self-Employed,31000,23758,24,609,730000,92.96, Approved
2154,32,Male,3,3,No, Graduate,Freelancer,16000,59694,60,631,350000,75.49, Approved
2155,51,Male,0,0,Yes, Non Graduate,Self-Employed,74000,150000,72,439,530000,40, Rejected
2156,50,Female,1,3,Yes, Graduate,Self-Employed,97000,130525,12,837,560000,44.88, Approved
2157,60,Female,4,0,No, Graduate,Self-Employed,0,64946,12,833,750000,65.96, Approved
2158,45,Female,4,3,No, Non Graduate,Salaried,55000,135838,24,863,740000,64.76, Approved
2159,61,Female,2,0,No, Graduate,Freelancer,155000,81033,24,684,0,71.08,Rejected
2160,47,Female,0,3,Yes, Non Graduate,Salaried,108000,150000,18,542,640000,66.89,Approved
2161,53,Female,1,2,No, Non Graduate,Student,89000,150000,36,753,1000000,52.79, Approved
2162,27,Male,0,0,Yes, Non Graduate,Salaried,29000,142328,12,512,160000,67.58,Approved
2163,25,Female,3,0,Yes, Non Graduate,Freelancer,19000,83947,18,385,610000,56.97, Rejected
2164,30,Female,4,2,No, Non Graduate,Self-Employed,16000,63532,48,749,950000,71.02, Approved
2165,68,Female,1,2,No, Non Graduate,Salaried,0,137113,24,618,220000,50.55, Approved
2166,19,Male,4,2,No, Graduate,Student,52000,73637,24,583,130000,89.61,Rejected
2167,69,Male,0,0,No, Graduate,Student,0,150000,60,655,440000,95, Approved
2168,67,Male,0,3,No, Non Graduate,Self-Employed,167000,107928,24,380,1000000,59.81, Rejected
2169,63,Male,3,1,No, Graduate,Salaried,0,150000,48,679,660000,93.36, Approved
2170,50,Male,2,0,Yes, Graduate,Unemployed,122000,150000,24,410,1000000,40, Rejected
2171,69,Male,2,3,Yes, Graduate,Salaried,0,92765,36,590,160000,74.89, Approved
2172,27,Female,5,2,No, Graduate,Self-Employed,27000,97197,36,397,1000000,95, Rejected
2173,25,Female,2,1,No, Graduate,Salaried,69000,97838,12,425,100000,73.8, Rejected
2174,61,Female,0,2,Yes, Graduate,Self-Employed,176000,94407,72,383,330000,61.15,Rejected
2175,59,Male,5,3,No, Graduate,Salaried,82000,79799,72,406,1470000,92.93, Rejected
2176,33,Female,2,0,No, Graduate,Salaried,59000,87893,60,563,390000,95, Approved
2177,18,Female,3,2,No, Graduate,Unemployed,27000,134646,72,782,490000,95, Approved
2178,59,Male,1,3,Yes, Non Graduate,Self-Employed,0,112134,18,852,100000,65.18, Approved
2179,69,Female,5,2,Yes, Non Graduate,Self-Employed,0,43681,60,753,950000,55.18, Approved
2180,25,Male,5,1,No, Graduate,Salaried,40000,127239,12,489,500000,95, Rejected
2181,70,Female,2,0,No, Non Graduate,Unemployed,0,59802,18,586,990000,59.01, Approved
2182,54,Female,3,1,Yes, Non Graduate,Salaried,121000,150000,48,560,210000,72.93,Rejected
2183,45,Male,3,3,No, Graduate,Salaried,60000,102796,48,487,640000,73.07, Rejected
2184,28,Male,4,0,No, Graduate,Salaried,14000,10672,60,434,1000000,93.38, Rejected
2185,54,Male,4,1,No, Non Graduate,Salaried,69000,104693,60,504,820000,95, Rejected
2186,27,Female,2,0,No, Graduate,Salaried,29000,65982,24,827,2590000,65.5, Approved
2187,36,Female,3,0,No, Non Graduate,Salaried,18000,61756,12,657,950000,88.18, Approved
2188,56,Female,5,1,Yes, Graduate,Self-Employed,106000,150000,12,447,1000000,58.93, Rejected
2189,64,Male,0,1,No, Graduate,Salaried,0,150000,24,834,870000,53.73, Approved
2190,29,Male,2,2,Yes, Graduate,Salaried,36000,150000,48,354,1000000,71.56, Rejected
2191,49,Female,2,2,Yes, Graduate,Salaried,90000,122568,24,883,980000,40, Approved
2192,21,Male,0,3,Yes, Non Graduate,Salaried,32000,114199,12,641,1000000,66.32, Approved
2193,22,Male,1,0,No, Graduate,Salaried,62000,57429,24,621,2260000,85.8, Approved
2194,50,Male,0,3,Yes, Graduate,Self-Employed,40000,60775,60,587,1000000,63.68, Approved
2195,41,Female,3,2,No, Non Graduate,Salaried,112000,149729,36,424,470000,95, Rejected
2196,21,Female,5,1,No, Graduate,Salaried,19000,79548,48,515,430000,82.55, Rejected
2197,26,Female,5,2,No, Non Graduate,Salaried,43000,30835,72,592,160000,68.94,Rejected
2198,46,Male,4,3,No, Graduate,Freelancer,28000,104135,60,319,320000,64.7, Rejected
2199,70,Male,1,3,Yes, Non Graduate,Salaried,182000,150000,72,360,250000,95, Rejected
2200,69,Female,5,2,Yes, Graduate,Unemployed,78000,73475,60,535,840000,77.78, Rejected
2201,61,Male,2,2,Yes, Non Graduate,Self-Employed,0,136591,18,666,900000,53.09, Approved
2202,39,Male,4,0,Yes, Non Graduate,Salaried,25000,31062,24,419,950000,84.29, Rejected
2203,59,Female,2,1,Yes, Non Graduate,Salaried,160000,150000,48,640,0,40,Rejected
2204,68,Female,0,2,No, Graduate,Unemployed,0,99323,12,545,430000,89.44,Approved
2205,67,Female,4,0,No, Graduate,Student,0,137028,72,843,1000000,63.16, Approved
2206,46,Male,1,0,No, Non Graduate,Salaried,46000,44074,48,559,1000000,84.78, Approved
2207,44,Female,0,1,No, Non Graduate,Self-Employed,86000,76252,72,650,100000,76.32, Approved
2208,37,Female,0,0,No, Graduate,Student,76000,92466,60,479,970000,60.06, Rejected
2209,56,Male,1,3,No, Graduate,Salaried,35000,53862,60,324,100000,95, Rejected
2210,57,Male,5,3,No, Non Graduate,Salaried,110000,110906,18,354,110000,70.35,Rejected
2211,46,Female,4,2,Yes, Non Graduate,Salaried,23000,84738,60,521,150000,40, Rejected
2212,62,Female,5,1,No, Non Graduate,Salaried,176000,88545,48,505,1000000,95, Rejected
2213,44,Female,4,1,No, Non Graduate,Salaried,59000,150000,60,436,100000,75.64, Rejected
2214,36,Female,0,2,No, Graduate,Self-Employed,62000,92311,36,683,320000,70.12, Approved
2215,30,Female,0,2,No, Graduate,Self-Employed,20000,79509,12,348,290000,59.31, Rejected
2216,35,Female,4,1,No, Graduate,Salaried,29000,146329,72,867,1000000,95, Approved
2217,21,Male,5,3,No, Graduate,Salaried,46000,104458,36,880,370000,86.5, Approved
2218,32,Female,2,1,No, Graduate,Salaried,35000,124109,36,673,1000000,86.26, Approved
2219,41,Male,3,3,No, Non Graduate,Self-Employed,98000,129741,36,482,930000,82.92, Rejected
2220,67,Male,3,2,No, Graduate,Salaried,0,139708,60,767,950000,53.2, Approved
2221,65,Female,3,0,No, Non Graduate,Salaried,0,144348,60,760,1000000,95, Approved
2222,47,Female,0,3,Yes, Non Graduate,Salaried,79000,122638,24,857,110000,43.33, Approved
2223,66,Female,1,0,Yes, Graduate,Self-Employed,0,150000,12,735,1000000,40, Approved
2224,70,Female,3,0,Yes, Graduate,Salaried,0,82132,48,810,270000,87.5, Approved
2225,50,Male,4,1,No, Non Graduate,Salaried,125000,111454,12,680,100000,55.54, Approved
2226,46,Female,5,0,Yes, Non Graduate,Self-Employed,137000,150000,72,889,140000,46.82, Approved
2227,62,Female,1,1,No, Non Graduate,Unemployed,0,146407,60,688,100000,88.58, Approved
2228,38,Female,5,0,No, Non Graduate,Self-Employed,20000,85132,72,531,880000,95, Rejected
2229,52,Male,3,0,No, Graduate,Freelancer,55000,80314,24,660,650000,68.22, Approved
2230,70,Female,1,2,No, Non Graduate,Salaried,148000,64368,72,414,360000,58.02, Rejected
2231,60,Female,4,1,No, Graduate,Salaried,122000,66481,18,528,630000,89.79, Rejected
2232,62,Male,4,0,No, Non Graduate,Salaried,0,150000,24,817,360000,55.97, Approved
2233,68,Male,2,2,Yes, Non Graduate,Freelancer,0,150000,12,799,710000,54.34, Approved
2234,34,Male,1,1,No, Graduate,Salaried,62000,132886,12,655,1000000,83.19, Approved
2235,30,Female,2,0,No, Non Graduate,Self-Employed,73000,52409,72,546,350000,61.65, Rejected
2236,38,Male,3,2,Yes, Non Graduate,Self-Employed,79000,150000,12,745,1000000,54.28, Approved
2237,20,Male,0,0,No, Graduate,Unemployed,24000,28131,36,884,650000,63.61, Approved
2238,62,Female,5,1,No, Non Graduate,Self-Employed,0,83765,12,822,2090000,95, Approved
2239,30,Female,4,3,No, Non Graduate,Self-Employed,61000,150000,72,623,430000,86.29, Approved
2240,19,Male,1,0,No, Non Graduate,Salaried,39000,22560,36,361,100000,95, Rejected
2241,53,Male,5,0,No, Non Graduate,Self-Employed,138000,150000,18,778,950000,95, Approved
2242,33,Male,1,1,No, Non Graduate,Self-Employed,93000,108596,24,779,100000,86.18, Approved
2243,60,Male,1,1,No, Graduate,Salaried,0,86204,12,594,480000,83.04, Approved
2244,56,Male,3,2,Yes, Graduate,Salaried,80000,150000,72,530,1500000,68.79,Rejected
2245,51,Male,3,3,Yes, Non Graduate,Salaried,81000,130735,18,324,530000,74.58, Rejected
2246,18,Male,4,0,No, Graduate,Salaried,41000,34320,60,394,670000,95, Rejected
2247,67,Female,3,2,No, Graduate,Self-Employed,0,51998,60,816,710000,88.86, Approved
2248,55,Male,5,1,Yes, Non Graduate,Self-Employed,106000,120296,36,423,170000,72.7, Rejected
2249,20,Male,5,3,Yes, Graduate,Salaried,41000,28801,60,539,560000,67.53, Rejected
2250,63,Male,1,0,Yes, Graduate,Salaried,0,150000,60,554,950000,57.85, Approved
2251,58,Female,2,3,Yes, Graduate,Salaried,148000,72545,18,523,530000,40.54, Rejected
2252,61,Female,1,2,Yes, Non Graduate,Salaried,0,60941,72,852,100000,77.56, Approved
2253,34,Male,0,3,Yes, Non Graduate,Self-Employed,61000,146819,48,505,390000,71.42,Approved
2254,44,Female,0,1,No, Graduate,Salaried,109000,60976,72,430,660000,69.83, Rejected
2255,44,Female,2,1,Yes, Graduate,Salaried,47000,114490,60,784,320000,50.51, Approved
2256,20,Female,1,1,No, Non Graduate,Unemployed,15000,60026,12,380,950000,65.75, Rejected
2257,43,Female,3,0,Yes, Graduate,Salaried,76000,106490,18,565,160000,83.31,Rejected
2258,69,Female,4,1,Yes, Graduate,Salaried,121000,113100,48,446,950000,54.67, Rejected
2259,43,Female,5,0,Yes, Graduate,Self-Employed,72000,150000,18,406,690000,68, Rejected
2260,62,Female,4,3,No, Non Graduate,Salaried,0,68385,24,712,680000,95, Approved
2261,50,Male,4,1,No, Non Graduate,Salaried,52000,127864,36,729,100000,90.32, Approved
2262,23,Male,1,1,Yes, Non Graduate,Self-Employed,22000,44734,72,508,1000000,60.76,Approved
2263,42,Female,0,2,Yes, Graduate,Salaried,89000,96756,18,648,710000,43.94, Approved
2264,22,Female,0,2,No, Non Graduate,Salaried,29000,135200,36,346,120000,55.76, Rejected
2265,29,Male,5,3,No, Graduate,Self-Employed,57000,150000,60,394,960000,73.9, Rejected
2266,45,Female,0,2,No, Non Graduate,Self-Employed,79000,150000,48,501,260000,60.88,Approved
2267,58,Male,5,0,Yes, Non Graduate,Self-Employed,169000,126790,48,655,300000,82.68, Approved
2268,44,Male,4,0,Yes, Non Graduate,Salaried,49000,43771,60,662,1000000,95, Approved
2269,42,Female,2,2,Yes, Graduate,Salaried,58000,62064,48,820,100000,95, Approved
2270,19,Male,5,1,Yes, Non Graduate,Salaried,44000,79423,48,521,830000,95, Rejected
2271,65,Female,3,3,Yes, Graduate,Salaried,93000,150000,24,473,2110000,75.82, Rejected
2272,51,Male,1,3,Yes, Graduate,Salaried,43000,65467,72,561,100000,40.47, Approved
2273,38,Male,5,3,No, Graduate,Salaried,56000,138215,36,461,590000,62.61, Rejected
2274,42,Male,4,1,No, Graduate,Salaried,50000,92457,24,715,210000,95, Approved
2275,26,Female,0,1,No, Non Graduate,Salaried,37000,150000,72,440,620000,71.84, Rejected
2276,68,Male,3,1,No, Non Graduate,Self-Employed,0,150000,60,749,960000,58.75, Approved
2277,54,Female,4,1,No, Non Graduate,Salaried,154000,129594,60,787,1000000,95, Approved
2278,28,Female,3,1,Yes, Graduate,Self-Employed,38000,70606,60,748,950000,95, Approved
2279,61,Male,3,0,Yes, Non Graduate,Salaried,177000,150000,36,321,170000,53.67, Rejected
2280,57,Male,3,1,Yes, Graduate,Freelancer,132000,51805,72,303,100000,85.12, Rejected
2281,41,Female,0,0,No, Non Graduate,Student,23000,12410,48,682,240000,93.74, Approved
2282,29,Female,2,1,No, Non Graduate,Salaried,40000,46358,12,638,100000,74.74, Approved
2283,19,Female,0,1,No, Graduate,Salaried,36000,139719,36,440,950000,51.63, Rejected
2284,49,Female,1,3,No, Non Graduate,Student,94000,139913,72,873,140000,58.57, Approved
2285,45,Female,3,3,No, Non Graduate,Self-Employed,79000,140229,60,437,630000,95, Rejected
2286,62,Male,4,2,Yes, Graduate,Unemployed,0,128777,24,796,950000,52.27, Approved
2287,22,Female,4,3,No, Graduate,Self-Employed,36000,113075,36,824,240000,85.07, Approved
2288,39,Female,2,1,No, Non Graduate,Student,24000,102583,18,338,100000,95, Rejected
2289,58,Female,0,1,Yes, Non Graduate,Self-Employed,142000,148519,18,575,1000000,73.19, Approved
2290,40,Male,0,3,No, Non Graduate,Salaried,109000,110811,24,773,630000,55.11, Approved
2291,52,Female,2,1,No, Non Graduate,Student,63000,69525,48,733,0,92.73, Approved
2292,25,Female,3,3,No, Graduate,Unemployed,26000,128484,36,475,540000,83.83, Rejected
2293,69,Male,1,0,No, Non Graduate,Self-Employed,0,113667,12,677,1000000,83.93, Approved
2294,64,Female,3,1,Yes, Non Graduate,Unemployed,187000,127271,60,403,1000000,40, Rejected
2295,19,Female,3,1,No, Graduate,Self-Employed,46000,119660,36,767,1000000,55.17, Approved
2296,28,Female,3,3,No, Graduate,Salaried,28000,19750,12,813,390000,59.69, Approved
2297,24,Female,4,2,No, Graduate,Unemployed,62000,139522,60,597,1990000,58.86,Rejected
2298,44,Male,4,1,Yes, Non Graduate,Self-Employed,111000,150000,18,896,710000,53.24, Approved
2299,33,Female,2,2,No, Non Graduate,Salaried,82000,129763,24,810,1000000,66.01, Approved
2300,20,Female,2,3,No, Non Graduate,Salaried,23000,62385,36,337,170000,71.11, Rejected
2301,27,Female,1,2,No, Graduate,Salaried,49000,58801,60,792,950000,89.09, Approved
2302,18,Male,4,3,No, Non Graduate,Student,44000,87172,24,784,100000,68.58, Approved
2303,52,Male,5,2,Yes, Graduate,Self-Employed,55000,150000,36,434,1960000,75.19, Rejected
2304,35,Male,2,2,No, Graduate,Salaried,50000,150000,72,384,1000000,95, Rejected
2305,23,Female,1,0,No, Graduate,Self-Employed,25000,38901,48,642,1000000,95, Approved
2306,62,Male,4,2,No, Graduate,Salaried,97000,150000,18,314,2200000,63.68, Rejected
2307,18,Female,1,2,No, Non Graduate,Unemployed,49000,150000,36,606,370000,78.41, Approved
2308,36,Female,5,0,No, Non Graduate,Self-Employed,102000,148436,60,843,1000000,89.68, Approved
2309,70,Male,0,0,No, Graduate,Salaried,0,90625,48,778,680000,50.39, Approved
2310,69,Female,0,1,Yes, Non Graduate,Salaried,0,150000,18,718,1000000,61.01, Approved
2311,24,Female,1,3,Yes, Graduate,Salaried,31000,52395,36,437,960000,84.12, Rejected
2312,39,Male,5,2,Yes, Graduate,Unemployed,31000,144641,18,586,0,85.69,Rejected
2313,68,Male,2,1,No, Graduate,Salaried,0,150000,12,777,610000,54.3, Approved
2314,22,Male,1,3,No, Graduate,Freelancer,27000,129907,60,525,780000,83.62,Approved
2315,36,Female,4,0,Yes, Graduate,Salaried,101000,90055,12,632,460000,78.36, Approved
2316,60,Male,0,0,No, Non Graduate,Salaried,37000,31883,12,337,130000,68.39, Rejected
2317,53,Female,4,0,Yes, Graduate,Self-Employed,83000,132691,60,458,2240000,57.75, Rejected
2318,52,Female,2,0,Yes, Graduate,Self-Employed,148000,64919,48,364,450000,40, Rejected
2319,65,Female,2,0,No, Non Graduate,Self-Employed,164000,60836,18,499,2850000,90.45, Rejected
2320,62,Male,2,2,Yes, Graduate,Freelancer,0,134402,60,887,200000,78.94, Approved
2321,58,Female,1,0,Yes, Graduate,Salaried,108000,150000,48,882,390000,78.2, Approved
2322,34,Female,1,1,Yes, Non Graduate,Self-Employed,89000,150000,72,817,100000,76.53, Approved
2323,70,Male,5,3,No, Non Graduate,Salaried,0,130743,60,704,100000,73.83, Approved
2324,32,Male,1,0,Yes, Non Graduate,Self-Employed,52000,150000,48,742,120000,40, Approved
2325,21,Male,0,1,No, Non Graduate,Salaried,31000,91341,36,393,470000,64.7,Rejected
2326,36,Female,0,3,Yes, Non Graduate,Salaried,105000,150000,60,828,100000,40, Approved
2327,34,Female,5,3,No, Graduate,Self-Employed,88000,118950,48,779,260000,89.37, Approved
2328,46,Female,4,2,No, Graduate,Salaried,33000,62284,18,860,1000000,75.66, Approved
2329,37,Female,5,2,No, Graduate,Salaried,104000,150000,24,432,650000,81.68,Rejected
2330,47,Male,4,3,No, Graduate,Student,38000,75470,72,532,2100000,95, Rejected
2331,60,Female,0,0,No, Non Graduate,Self-Employed,0,51291,72,678,150000,94.27, Approved
2332,18,Male,3,0,Yes, Graduate,Unemployed,12000,52469,72,601,950000,50.14, Approved
2333,58,Male,3,3,No, Graduate,Self-Employed,66000,40036,60,807,290000,95, Approved
2334,67,Female,2,0,No, Non Graduate,Salaried,0,87750,36,879,780000,52.57, Approved
2335,53,Female,1,0,No, Non Graduate,Student,55000,50832,36,665,200000,61.53, Approved
2336,34,Male,5,2,No, Non Graduate,Self-Employed,88000,150000,36,697,510000,68.73, Approved
2337,28,Female,4,1,No, Graduate,Self-Employed,20000,91688,12,867,500000,95, Approved
2338,53,Male,1,2,Yes, Graduate,Self-Employed,131000,150000,60,544,1000000,62.27,Approved
2339,58,Female,5,1,No, Graduate,Self-Employed,31000,123789,24,482,940000,95, Rejected
2340,46,Female,2,1,Yes, Graduate,Self-Employed,60000,37254,60,857,1000000,53.64, Approved
2341,70,Female,1,3,No, Graduate,Self-Employed,0,89085,48,549,950000,90.64,Approved
2342,26,Male,1,2,Yes, Graduate,Self-Employed,77000,102931,60,720,2370000,84.94, Approved
2343,69,Male,4,1,No, Non Graduate,Salaried,138000,150000,36,302,150000,75.7, Rejected
2344,45,Female,5,1,No, Graduate,Salaried,99000,100020,72,669,100000,57.35, Approved
2345,57,Male,1,2,Yes, Graduate,Self-Employed,47000,79541,12,591,670000,46.65, Approved
2346,68,Female,3,3,Yes, Graduate,Self-Employed,136000,62084,24,440,750000,40, Rejected
2347,34,Female,3,3,Yes, Graduate,Salaried,55000,150000,36,890,950000,72.92, Approved
2348,51,Female,4,1,Yes, Non Graduate,Student,68000,84792,24,663,880000,95, Approved
2349,53,Female,4,3,Yes, Graduate,Salaried,100000,150000,36,433,1000000,84.05, Rejected
2350,54,Female,0,0,No, Graduate,Salaried,151000,150000,48,317,1420000,54.35, Rejected
2351,62,Female,2,3,No, Graduate,Freelancer,124000,96377,36,360,260000,60.59, Rejected
2352,32,Female,1,1,No, Graduate,Salaried,87000,46455,24,727,2080000,62.92, Approved
2353,18,Female,3,3,No, Graduate,Self-Employed,37000,143982,60,685,290000,79.04, Approved
2354,65,Female,4,0,Yes, Graduate,Freelancer,170000,150000,60,373,200000,78.74, Rejected
2355,30,Female,5,1,No, Graduate,Self-Employed,26000,127038,48,469,1000000,95, Rejected
2356,67,Male,3,2,No, Non Graduate,Self-Employed,95000,134714,72,548,880000,53.11, Rejected
2357,20,Male,0,3,Yes, Non Graduate,Salaried,50000,107619,48,618,120000,56.58, Approved
2358,48,Female,2,2,Yes, Graduate,Salaried,48000,147991,48,658,120000,40, Approved
2359,45,Female,3,2,Yes, Graduate,Self-Employed,119000,105271,48,781,2130000,47.39, Approved
2360,59,Male,3,0,No, Non Graduate,Salaried,29000,109597,36,715,1000000,95, Approved
2361,21,Male,5,0,No, Non Graduate,Self-Employed,20000,72559,24,409,100000,73.95, Rejected
2362,27,Female,2,1,No, Non Graduate,Self-Employed,13000,7207,48,504,100000,66.04, Rejected
2363,28,Female,3,0,No, Graduate,Self-Employed,37000,20828,72,428,290000,60.31, Rejected
2364,51,Female,2,2,No, Graduate,Salaried,29000,82407,60,704,640000,95, Approved
2365,41,Male,3,1,No, Non Graduate,Salaried,51000,150000,48,834,950000,79.64, Approved
2366,50,Male,4,3,No, Non Graduate,Freelancer,49000,39162,60,694,950000,64.03, Approved
